RICE;RICE_KEY;RICE base;Tipo comparação;Presente Empresa;Presente Consultoria;Origem;Qtd registros na origem;Fases encontradas na origem;Responsáveis consolidados;Status consolidado origem;Fase consolidada origem;Total registros Empresa;Total registros Consultoria;__origem;__arquivo;Identificação da tarefa;Nome da tarefa;Categoria;Meta;Status;Prioridade;Atribuído a;Criado por;Criado em;Data de conclusão;Data de início;É Recorrente;Atrasados;Concluído em;Concluída por;Itens concluídos da lista de verificação;Itens da lista de verificação;Rótulos;Notas
PVF1.01.0075;PVF1.01.0075;PVF1.01.0075;Só na Empresa;Sim;Não;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Willian Morais – Logística; Leonardo Gomes; Giselli Schneider - Export Department";Em andamento;08|Pré-Teste|Parceiro;13;0;Empresa;Programa Conecta - Acompanhamento interno.xlsx;UPF9JWM-P0OJUbpYWnKfx2UAALji;PVF#17|OTM#02|PVF#34 - PVF1.01.0075 - Integração com Agrosys;08|Pré-Teste|Parceiro;;Em andamento;Média;"Willian Morais – Logística;Leonardo Gomes;Giselli Schneider - Export Department";Jean Piere Moretto;2026-01-29;2026-01-23;2026-01-19;;true;;;;;19|Oracle/Ninecon;
PVF12.14.0020;PVF12.14.0020;PVF12.14.0020;Só na Empresa;Sim;Não;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Giselli Schneider - Export Department; Rafael da Silva Brandao; Adla Jaqueline - Programa Conecta";Em andamento;07|Ajuste|Cons;13;0;Empresa;Programa Conecta - Acompanhamento interno.xlsx;IDfv2_XlhkO1ezUbLSTzYWUAHhBL;PVF#29 - PVF12.14.0020 - Criar Requisição;07|Ajuste|Cons;;Em andamento;Média;"Giselli Schneider - Export Department;Rafael da Silva Brandao;Adla Jaqueline - Programa Conecta";Jean Piere Moretto;2026-01-29;2026-01-22;2026-01-14;;true;;;;;19|Oracle/Ninecon;
PVF14.16.0050;PVF14.16.0050;PVF14.16.0050;Só na Empresa;Sim;Não;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Giselli Schneider - Export Department; Ana Claudia Schaffer | Contas a receber | Grupo Pluma";Em andamento;05|Em construção;13;0;Empresa;Programa Conecta - Acompanhamento interno.xlsx;GsXdovs5m0uF9gfAnEYB6mUAGxz4;PVF#11 - PVF14.16.0050 - Configurador de layout - Remessa;05|Em construção;;Em andamento;Média;"Giselli Schneider - Export Department;Ana Claudia Schaffer | Contas a receber | Grupo Pluma";Jean Piere Moretto;2026-01-29;2025-12-29;2025-12-08;;true;;;;;19|Oracle/Ninecon;
PVF17.19.0020;PVF17.19.0020;PVF17.19.0020;Só na Empresa;Sim;Não;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Cleber Escritori; Giselli Schneider - Export Department";Não iniciado;07|Ajuste|Cons;13;0;Empresa;Programa Conecta - Acompanhamento interno.xlsx;ps2vT1spVEWo3mNVvdYw7WUAAUeQ;PVF#31|PVF#32 - PVF17.19.0020 - Dispara o cancelamento;07|Ajuste|Cons;;Não iniciado;Média;"Cleber Escritori;Giselli Schneider - Export Department";Jean Piere Moretto;2026-01-29;2025-12-31;2025-12-24;;true;;;;;19|Oracle/Ninecon;
PVF19.21.0020;PVF19.21.0020;PVF19.21.0020;Só na Empresa;Sim;Não;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Elab.Rot.Teste | 05|Em construção | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;Jean Piere Moretto;Concluída;10|Deploy;13;0;Empresa;Programa Conecta - Acompanhamento interno.xlsx;phUkmS9T_UyQHx5li0yRZWUAKfEU;PVF19.21.0020 - Análise de Crédito;10|Deploy;;Concluída;Média;Jean Piere Moretto;Jean Piere Moretto;2026-01-29;2026-02-19;2026-02-19;;false;2026-02-12;Jean Piere Moretto;;;Agrosys;
PVF19.21.0020 ANA;PVF19.21.0020ANA;PVF19.21.0020 ANA;Só na Consultoria;Não;Sim;Consultoria;1;10|Deploy;Renato Macarini;Concluída;10|Deploy;0;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;4aAtagKJNEKvCc1lpDyEGWUABW1Q;PVF19.21.0020 ANA - PVF19.21.0020 Análise de Crédito - PVF#34;10|Deploy;;Concluída;Média;Renato Macarini;Kauan Rossa;2025-12-23;2026-02-19;;;false;2026-02-19;Renan Strapazzon;;;"Integração - Agrosys;SIT - Agrosys;Agrosys";Análise de Crédito - PVF#34
PVF 3701;PVF3701;PVF 3701;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Elab.Rot.Teste | 05|Em construção | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Giselli Schneider - Export Department; Kelvin Klein; Janpier Leidens - Programa Conecta";Não iniciado;07|Ajuste|Cons;13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;CuPRAz4qw0qimOgQkS3iNGUAFNkL;W0066 - Documentação IN - Integração de Clientes (PVF 3701);07|Ajuste|Cons;;Não iniciado;Média;"Giselli Schneider - Export Department;Kelvin Klein;Janpier Leidens - Programa Conecta";Jean Piere Moretto;2026-01-29;;;;false;;;;;22|Salesforce/TAAK;
PVF 3701;PVF3701;PVF 3701;RICE igual;Sim;Sim;Consultoria;1;10|Deploy;Felipe Moreno;Em andamento;10|Deploy;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;r3J2LoaXS0qyxUTmY8ReQ2UALA0T;W0066 - Documentação IN - Integração de Clientes (PVF 3701);10|Deploy;;Em andamento;Média;";Felipe Moreno";Felipe Moreno;2026-01-20;2026-02-13;;;true;;;;;TAAK;W0066 - PVF.SF#37.01 - IN - Integração de Clientes
PVF4.06.0073;PVF4.06.0073;PVF4.06.0073;Só na Empresa;Sim;Não;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Willian Morais – Logística; Giselli Schneider - Export Department; Igor Alberto | Logistica | Cascavel - Conecta; Jonatan Molossi; Douglas Sampaio";Não iniciado;10|Deploy;13;0;Empresa;Programa Conecta - Acompanhamento interno.xlsx;t_CytY3lvEO7cyNV9YtuzGUAHUAg;PVF#20|OTM#27 - PVF4.06.0073 - Integração OTM + OTM#27;10|Deploy;;Não iniciado;Média;"Willian Morais – Logística;Giselli Schneider - Export Department";Jean Piere Moretto;2026-01-29;2026-02-23;2026-02-20;;true;;;;;19|Oracle/Ninecon;
PVF4.06.0111;PVF4.06.0111;PVF4.06.0111;Só na Empresa;Sim;Não;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Giselli Schneider - Export Department; Ana Claudia Schaffer | Contas a receber | Grupo Pluma; Rafael da Silva Brandao; Adla Jaqueline - Programa Conecta; Kelvin Klein; Janpier Leidens - Programa Conecta; Jonathan Vieira || Faturamento || Levo Umuarama";Não iniciado;00|Não Iniciado;13;0;Empresa;Programa Conecta - Acompanhamento interno.xlsx;561vsx_4JEqMHBc3f5fMBGUAMBhv;PVF#21 | GES#22 | PVF#09 - PVF4.06.0111 - Integração para dispara Faturamento;00|Não Iniciado;;Não iniciado;Média;"Giselli Schneider - Export Department;Jonathan Vieira || Faturamento || Levo Umuarama;Ana Claudia Schaffer | Contas a receber | Grupo Pluma;Rafael da Silva Brandao;Adla Jaqueline - Programa Conecta";Jean Piere Moretto;2026-01-29;;;;false;;;;;19|Oracle/Ninecon;
PVF4.06.0240;PVF4.06.0240;PVF4.06.0240;Só na Empresa;Sim;Não;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Giselli Schneider - Export Department; Ana Claudia Schaffer | Contas a receber | Grupo Pluma";Em andamento;05|Em construção;13;0;Empresa;Programa Conecta - Acompanhamento interno.xlsx;ayGmXmVgP06qBvtnwBSuzmUAH9xJ;PVF#04|PVF#18|PVF#30|PVF#22 - PVF4.06.0240 - Atualização do Vencimento;05|Em construção;;Em andamento;Média;"Giselli Schneider - Export Department;Ana Claudia Schaffer | Contas a receber | Grupo Pluma";Jean Piere Moretto;2026-01-29;2026-04-02;2026-02-23;;true;;;;;19|Oracle/Ninecon;
PVF4.07.0070;PVF4.07.0070;PVF4.07.0070;Só na Empresa;Sim;Não;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Giselli Schneider - Export Department; Ana Claudia Schaffer | Contas a receber | Grupo Pluma";Concluída;10|Deploy;13;0;Empresa;Programa Conecta - Acompanhamento interno.xlsx;5LRrPp4GdkecqeRphtQH62UAJVIV;PVF#06 - PVF4.07.0070 - Reclassificação de Bancos;10|Deploy;;Concluída;Média;"Giselli Schneider - Export Department;Ana Claudia Schaffer | Contas a receber | Grupo Pluma";Jean Piere Moretto;2026-01-29;2026-02-02;2026-01-30;;false;2026-02-20;Ana Claudia Schaffer | Contas a receber | Grupo Pluma;;;19|Oracle/Ninecon;
PVF4.08.0132;PVF4.08.0132;PVF4.08.0132;Só na Empresa;Sim;Não;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Cleber Escritori; Giselli Schneider - Export Department";Em andamento;05|Em construção;13;0;Empresa;Programa Conecta - Acompanhamento interno.xlsx;C0DlLFnwZUu-LDebczTO6WUAHX_x;PVF#07 - PVF4.08.0132 - Atualização do Documento Fiscal e Submissão;05|Em construção;;Em andamento;Média;"Cleber Escritori;Giselli Schneider - Export Department";Jean Piere Moretto;2026-01-29;2025-12-29;2025-12-08;;true;;;;;19|Oracle/Ninecon;
PVF4.09.0505;PVF4.09.0505;PVF4.09.0505;Só na Empresa;Sim;Não;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Giselli Schneider - Export Department; Ana Claudia Schaffer | Contas a receber | Grupo Pluma";Em andamento;05|Em construção;13;0;Empresa;Programa Conecta - Acompanhamento interno.xlsx;6s1TRdcLjUa1gj9Ujt6_mmUAN_8P;PVF#08 - PVF4.09.0505 - Tela de geração do PDF da Fatura e Boleto/ Boleto PIX Juntos nota a nota;05|Em construção;;Em andamento;Média;"Giselli Schneider - Export Department;Ana Claudia Schaffer | Contas a receber | Grupo Pluma";Jean Piere Moretto;2026-01-29;2025-11-24;2025-11-03;;true;;;;;19|Oracle/Ninecon;
PVF4.09.0510;PVF4.09.0510;PVF4.09.0510;Só na Empresa;Sim;Não;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Giselli Schneider - Export Department; Kelvin Klein; Janpier Leidens - Programa Conecta";Não iniciado;05|Elab.Rot.Teste;13;0;Empresa;Programa Conecta - Acompanhamento interno.xlsx;FwW8FWqZNkmxOG4tVozvqmUAHjaC;PVF#23 - PVF4.09.0510 - Chamada da Integração para a central de notas;05|Elab.Rot.Teste;;Não iniciado;Média;"Giselli Schneider - Export Department;Kelvin Klein;Janpier Leidens - Programa Conecta";Jean Piere Moretto;2026-01-29;2026-01-26;2026-01-05;;true;;;;;19|Oracle/Ninecon;
PVF4.11.0030;PVF4.11.0030;PVF4.11.0030;Só na Empresa;Sim;Não;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Giselli Schneider - Export Department; Rafael da Silva Brandao; Josimesio Pereira - Programa Conecta; Adla Jaqueline - Programa Conecta; Kelvin Klein; Janpier Leidens - Programa Conecta";Não iniciado;00|Não Iniciado;13;0;Empresa;Programa Conecta - Acompanhamento interno.xlsx;9xhIQBnBREaMnHHiWMcmw2UAI1l2;PVF#25|GES#25|PVF.SF#25.1 - PVF4.11.0030 - Recebimento da requisição para Criação de Pedido;00|Não Iniciado;;Não iniciado;Média;"Giselli Schneider - Export Department;Rafael da Silva Brandao;Adla Jaqueline - Programa Conecta;Kelvin Klein;Janpier Leidens - Programa Conecta";Jean Piere Moretto;2026-01-29;2025-10-07;2025-10-07;;true;;;;;19|Oracle/Ninecon;
PVF4.11.0040;PVF4.11.0040;PVF4.11.0040;Só na Empresa;Sim;Não;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;Giselli Schneider - Export Department;Não iniciado;00|Não Iniciado;13;0;Empresa;Programa Conecta - Acompanhamento interno.xlsx;TDBpDUebgEW1TzuZlwLPVmUAERSY;PVF#10|OIC#01|CUS#02 - PVF4.11.0040 - Log na tela de monitoramento;00|Não Iniciado;;Não iniciado;Média;Giselli Schneider - Export Department;Jean Piere Moretto;2026-01-29;2026-02-03;2026-02-03;;true;;;;;19|Oracle/Ninecon;
PVF6.08.0131;PVF6.08.0131;PVF6.08.0131;Só na Empresa;Sim;Não;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Elab.Rot.Teste | 05|Em construção | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Giselli Schneider - Export Department; Ana Claudia Schaffer | Contas a receber | Grupo Pluma";Em andamento;07|Pré-Teste|Cons;13;0;Empresa;Programa Conecta - Acompanhamento interno.xlsx;YMpvuHSqwkivms5tEpfIkmUANn_h;PVF#26 - PVF6.08.0131 - Aplica reversão de desconto sobre RMA;07|Pré-Teste|Cons;;Em andamento;Média;"Giselli Schneider - Export Department;Ana Claudia Schaffer | Contas a receber | Grupo Pluma";Jean Piere Moretto;2026-01-29;2026-04-14;2026-04-07;;true;;;;;19|Oracle/Ninecon;
PVF8.10.0040;PVF8.10.0040;PVF8.10.0040;Só na Empresa;Sim;Não;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Camila Lorena Raymundo Maciel; Giselli Schneider - Export Department; Josimesio Pereira - Programa Conecta";Não iniciado;10|Deploy;13;0;Empresa;Programa Conecta - Acompanhamento interno.xlsx;osTyVF9g4kiRk1WjZ6dJzmUALcnK;PVF#27 - PVF8.10.0040 - Validar a Quantidade de Ativo;10|Deploy;;Não iniciado;Média;"Camila Lorena Raymundo Maciel;Giselli Schneider - Export Department;Josimesio Pereira - Programa Conecta";Jean Piere Moretto;2026-01-29;2026-04-20;2026-04-17;;true;;;;;19|Oracle/Ninecon;
PVF8.10.0241;PVF8.10.0241;PVF8.10.0241;Só na Empresa;Sim;Não;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Camila Lorena Raymundo Maciel; Giselli Schneider - Export Department; Josimesio Pereira - Programa Conecta";Não iniciado;04|Doc. Técnica (ET);13;0;Empresa;Programa Conecta - Acompanhamento interno.xlsx;opFSEeZ1N0m_1XwNg3ion2UADOln;PVF#28 - PVF8.10.0241 - Movimenta Ativo;04|Doc. Técnica (ET);;Não iniciado;Média;"Camila Lorena Raymundo Maciel;Giselli Schneider - Export Department;Josimesio Pereira - Programa Conecta";Jean Piere Moretto;2026-01-29;2026-03-13;2026-03-06;;true;;;;;19|Oracle/Ninecon;
RPT01;RPT01;RPT01;Só na Empresa;Sim;Não;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;Cleber Escritori;Não iniciado;08|Pré-Teste|Parceiro;13;0;Empresa;Programa Conecta - Acompanhamento interno.xlsx;1nAcQbg1Y063Yn6Wisj102UAL26L;ADJ04 - Regimes Especiais - RPT01;08|Pré-Teste|Parceiro;;Não iniciado;Média;Cleber Escritori;Jean Piere Moretto;2026-01-29;;;;false;;;;;"14|Agrosys - C.Ovos e Inc.;15|Agrosys - Fab. Rações e FFO";
SUP#01;SUP#01;SUP#01;Só na Empresa;Sim;Não;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Luan Andrade; Gabriel Santos de Miranda; Rafael Minski";Não iniciado;09|Teste|Key User;13;0;Empresa;Programa Conecta - Acompanhamento interno.xlsx;D-Ow5R1dVkOe1ms2_J2NYWUAIflk;SUP#02 - SUP#01 - Integração de geração de Previsão de Produção;09|Teste|Key User;;Não iniciado;Média;"Luan Andrade;Gabriel Santos de Miranda";Jean Piere Moretto;2026-01-29;2026-03-20;2026-03-06;;true;;;;;19|Oracle/Ninecon;
SUP#02;SUP#02;SUP#02;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Luan Andrade; Gabriel Santos de Miranda; Rafael Minski";Não iniciado;09|Teste|Key User;13;2;Empresa;Programa Conecta - Acompanhamento interno.xlsx;D-Ow5R1dVkOe1ms2_J2NYWUAIflk;SUP#02 - SUP#01 - Integração de geração de Previsão de Produção;09|Teste|Key User;;Não iniciado;Média;"Luan Andrade;Gabriel Santos de Miranda";Jean Piere Moretto;2026-01-29;2026-03-20;2026-03-06;;true;;;;;19|Oracle/Ninecon;
SUP#02;SUP#02;SUP#02;RICE igual;Sim;Sim;Consultoria;2;10|Deploy;"Rubi Durán Vélez; Leandro Rosa; alex.pagliarini; Mario Junio da Silva; Osni Campos; Jaime Alcides";Concluída;10|Deploy;13;2;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;ConBDorF3kq-0vi3SJe9mGUAEIEX;ITG16 |ITG16-1 Integração Plano Mestre Produção - PPE#01 - SUP#02;10|Deploy;;Concluída;Média;Jaime Alcides;Kauan Rossa;2025-12-23;2026-02-09;;;false;2026-03-04;Renan Strapazzon;;;"Integração - Agrosys;SIT - Agrosys;Agrosys";Integração Plano Mestre Produção - PPE#01 - SUP#02
TAX#01;TAX#01;TAX#01;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;Cleber Escritori;Concluída;10|Deploy;13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;yikRoVrDj0WIfWs9W40qkWUAASss;TAX#01 - Atualização da taxa UFERMS nas configurações de alíquota no Oracle;10|Deploy;;Concluída;Média;Cleber Escritori;Jean Piere Moretto;2026-01-29;2026-03-23;2026-03-20;;false;2026-03-04;Cleber Escritori;;;19|Oracle/Ninecon;
TAX#01;TAX#01;TAX#01;RICE igual;Sim;Sim;Consultoria;1;10|Deploy;"Leandro Rosa; Leonardo Augusto da Silva Guilherme; Marcos Santos; Mario Junio da Silva; Osni Campos";Concluída;10|Deploy;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;VTdz09qVhkW4G3xBA3PhzWUAPhBq;TAX#01;10|Deploy;;Concluída;Importante;"Leandro Rosa;;Leonardo Augusto da Silva Guilherme;Marcos Santos;Mario Junio da Silva;Osni Campos";;2025-12-02;2026-03-23;;;false;2026-03-04;;;;"Durante SIT;Ninecon";Atualização da taxa UFERMS nas configurações de alíquota no Oracle
TAX#02;TAX#02;TAX#02;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;;Concluída;10|Deploy;13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;bvTdg7KJcEuwIjdlzy6MNGUAA4QS;TAX#02 - Determinar o “gatilho” para o cálculo dos impostos FUNDEMS e FUNDERSUL;10|Deploy;;Concluída;Média;;Jean Piere Moretto;2026-01-29;2025-12-08;2025-12-08;;false;2026-01-29;Jean Piere Moretto;;;19|Oracle/Ninecon;
TAX#02;TAX#02;TAX#02;RICE igual;Sim;Sim;Consultoria;1;10|Deploy;;Concluída;10|Deploy;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;Iizx0--tL0-Rcxrqcirm1mUAHkTm;TAX#02;10|Deploy;;Concluída;Importante;;;2025-12-02;2025-12-08;;;false;2026-01-13;;;;"Durante SIT;Ninecon";Determinar o “gatilho” para o cálculo dos impostos FUNDEMS e FUNDERSUL
TAX#03;TAX#03;TAX#03;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;;Concluída;10|Deploy;13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;VI8xsPBnR0mSlpiOALbetGUAF7Zk;TAX#03 - FDC desconsiderar o NCM do XML e derivar o NCM do cadastro do item;10|Deploy;;Concluída;Média;;Jean Piere Moretto;2026-01-29;2025-11-03;2025-11-03;;false;2026-01-29;Jean Piere Moretto;;;"03|Tax e Receb.Fiscal;19|Oracle/Ninecon";
TAX#03;TAX#03;TAX#03;RICE igual;Sim;Sim;Consultoria;1;10|Deploy;;Concluída;10|Deploy;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;gsDI-tR5PEub4xnkzLH2_WUAA_1v;TAX#03;10|Deploy;;Concluída;Importante;;;2025-12-02;2025-11-03;;;false;2026-01-12;;;;"Durante SIT;Ninecon";FDC desconsiderar o NCM do XML e derivar o NCM do cadastro do item
TAX#05;TAX#05;TAX#05;Só na Consultoria;Não;Sim;Consultoria;1;08|Pré-Teste|Parceiro;"Leandro Rosa; Leonardo Augusto da Silva Guilherme; Solange Sabbag";Em andamento;08|Pré-Teste|Parceiro;0;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;9GVe_HrSREqKL2Dby5h6wWUACuRF;TAX#05;08|Pré-Teste|Parceiro;;Em andamento;Média;"Leandro Rosa;;Leonardo Augusto da Silva Guilherme;Solange Sabbag";;2026-03-19;2026-03-31;;;true;;;;;"Durante SIT;Ninecon";Inclusão do Reporting Type Code do Tax Status Rule no Extrator do FDG
